品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
B,本田,东风本田,本田XR-V,2019款 220 TURBO CVT豪华版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:34:57.643497
B,本田,东风本田,哥瑞,2016款 1.5L CVT风尚版,4,L,4,CVT无级变速,1.5,国V,2015.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:34:58.258117
B,本田,东风本田,哥瑞,2016款 1.5L CVT经典版,4,L,4,CVT无级变速,1.5,国V,2015.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:34:58.476049
B,本田,东风本田,哥瑞,2016款 1.5L 手动经典版,4,L,4,5挡手动,1.5,国V,2015.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:34:58.672925
B,本田,东风本田,哥瑞,2016款 1.5L CVT舒适版,4,L,4,CVT无级变速,1.5,国V,2015.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:34:58.917388
B,本田,东风本田,哥瑞,2016款 1.5L CVT豪华版,4,L,4,CVT无级变速,1.5,国V,2015.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:34:59.125259
B,本田,东风本田,杰德,2020款 210TURBO CVT豪华版,4,L,4,CVT无级变速,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,脚刹,2019-09-27 12:34:59.682910
B,本田,东风本田,杰德,2020款 1.8L 自动舒适版,4,L,4,5挡自动,1.8,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,脚刹,2019-09-27 12:34:59.897871
B,本田,东风本田,杰德,2020款 210TURBO CVT风尚版,4,L,4,CVT无级变速,1.5,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,脚刹,2019-09-27 12:35:00.089378
B,本田,东风本田,杰德,2020款 1.8L 自动经典版,4,L,4,5挡自动,1.8,国V,2019.03,汽油,92号,三年或10万公里,5,双横臂式独立悬架,脚刹,2019-09-27 12:35:00.269265
B,本田,东风本田,竞瑞,2017款 1.5L CVT豪华版,4,L,4,CVT无级变速,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:00.788946
B,本田,东风本田,竞瑞,2017款 1.5L 手动经典版,4,L,4,5挡手动,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:00.979826
B,本田,东风本田,竞瑞,2017款 1.5L CVT舒适版,4,L,4,CVT无级变速,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:01.531170
B,本田,东风本田,竞瑞,2017款 1.5L CVT风尚版,4,L,4,CVT无级变速,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:01.758026
B,本田,东风本田,竞瑞,2017款 1.5L CVT经典版,4,L,4,CVT无级变速,1.5,国V,2016.10,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:02.208410
B,本田,东风本田,思铂睿,2017款 2.0L 舒适版,4,L,4,CVT无级变速,2.0,国V,2017.01,汽油,92号,三年或10万公里,5,多连杆式独立悬架,脚刹,2019-09-27 12:35:03.173882
B,本田,东风本田,思铂睿,2017款 2.0L 经典版,4,L,4,CVT无级变速,2.0,国V,2017.01,汽油,92号,三年或10万公里,5,多连杆式独立悬架,脚刹,2019-09-27 12:35:03.366756
B,本田,东风本田,思铂睿,2017款 混动 2.0L 净致版,4,L,4,E-CVT无级变速,2.0,国V,2017.01,油电混合,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:03.539348
B,本田,东风本田,思铂睿,2017款 混动 2.0L 净驰版,4,L,4,E-CVT无级变速,2.0,国V,2017.01,油电混合,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:03.729227
B,本田,东风本田,思铂睿,2017款 2.4L 豪华版,4,L,4,8挡双离合,2.4,国V,2017.01,汽油,95号,三年或10万公里,5,多连杆式独立悬架,脚刹,2019-09-27 12:35:03.938108
B,本田,东风本田,思铂睿,2017款 2.4L Si,4,L,4,8挡双离合,2.4,国V,2017.01,汽油,95号,三年或10万公里,5,多连杆式独立悬架,脚刹,2019-09-27 12:35:04.105005
B,本田,东风本田,思域,2019款 220TURBO CVT燃擎版 国V,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:04.642693
B,本田,东风本田,思域,2019款 220TURBO CVT燃动版 国V,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:04.975768
B,本田,东风本田,思域,2019款 180TURBO CVT尚擎版 国V,4,L,4,CVT无级变速,1.0,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:05.166668
B,本田,东风本田,思域,2019款 180TURBO CVT尚悦版 国VI,4,L,4,CVT无级变速,1.0,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:05.393278
B,本田,东风本田,思域,2019款 220TURBO CVT劲擎版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:05.616140
B,本田,东风本田,思域,2019款 180TURBO CVT尚动版 国V,4,L,4,CVT无级变速,1.0,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:05.822014
B,本田,东风本田,思域,2019款 220TURBO 手动劲控版 国V,4,L,4,6挡手动,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:06.005895
B,本田,东风本田,思域,2019款 220TURBO 手动劲控版 国VI,4,L,4,6挡手动,1.5,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:06.315703
B,本田,东风本田,思域,2019款 220TURBO CVT劲擎版 国V,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:06.496609
B,本田,东风本田,思域,2019款 220TURBO CVT劲动版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:06.674447
B,本田,东风本田,思域,2019款 180TURBO CVT尚动版 国VI,4,L,4,CVT无级变速,1.0,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:06.864000
B,本田,东风本田,思域,2019款 180TURBO CVT尚擎版 国VI,4,L,4,CVT无级变速,1.0,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:07.048885
B,本田,东风本田,思域,2019款 180TURBO CVT尚悦版 国V,4,L,4,CVT无级变速,1.0,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:07.350698
B,本田,东风本田,思域,2019款 220TURBO CVT劲动版 国V,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:07.548329
B,本田,东风本田,思域,2019款 220TURBO CVT燃动版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:07.867135
B,本田,东风本田,思域,2019款 220TURBO CVT燃擎版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.05,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:08.113977
B,本田,东风本田,享域,2019款 180TURBO 手动舒适版,4,L,4,6挡手动,1.0,国V,2019.04,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:08.835307
B,本田,东风本田,享域,2019款 180TURBO CVT耀享版,4,L,4,CVT无级变速,1.0,国V,2019.04,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:09.247052
B,本田,东风本田,享域,2019款 180TURBO CVT乐享版,4,L,4,CVT无级变速,1.0,国V,2019.04,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:09.421974
B,本田,东风本田,享域,2019款 180TURBO CVT畅享版,4,L,4,CVT无级变速,1.0,国V,2019.04,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:09.600869
B,本田,广汽本田,奥德赛,2018款 2.4L 至尊版,4,L,4,CVT无级变速,2.4,国V,2018.07,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:10.108147
B,本田,广汽本田,奥德赛,2018款 2.4L 舒适版,4,L,4,CVT无级变速,2.4,国V,2018.07,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,脚刹,2019-09-27 12:35:10.312020
B,本田,广汽本田,奥德赛,2018款 2.4L 豪华版,4,L,4,CVT无级变速,2.4,国V,2018.07,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,脚刹,2019-09-27 12:35:10.482919
B,本田,广汽本田,奥德赛,2018款 2.4L 智享版,4,L,4,CVT无级变速,2.4,国V,2018.07,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:10.716772
B,本田,广汽本田,奥德赛,2018款 2.4L 尊享版,4,L,4,CVT无级变速,2.4,国V,2018.07,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:11.079148
B,本田,广汽本田,奥德赛,2018款 2.4L 至尊福祉版,4,L,4,CVT无级变速,2.4,国V,2018.09,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:11.397949
B,本田,广汽本田,奥德赛,2018款 2.4L 智享福祉版,4,L,4,CVT无级变速,2.4,国V,2018.09,汽油,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:11.574840
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・舒享版,4,L,4,E-CVT无级变速,2.0,国VI,2019.04,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,脚刹,2019-09-27 12:35:11.790706
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・畅享版,4,L,4,E-CVT无级变速,2.0,国VI,2019.04,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:12.136094
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・至尊版,4,L,4,E-CVT无级变速,2.0,国VI,2019.04,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:12.378943
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・至臻版,4,L,4,E-CVT无级变速,2.0,国VI,2019.04,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:12.567826
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・智享版,4,L,4,E-CVT无级变速,2.0,国VI,2019.04,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:12.725727
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・尊享版,4,L,4,E-CVT无级变速,2.0,国VI,2019.04,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:12.888630
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・尊享福祉版,4,L,4,E-CVT无级变速,2.0,国VI,2019.06,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:13.081703
B,本田,广汽本田,奥德赛,2019款 2.0L 锐・至臻福祉版,4,L,4,E-CVT无级变速,2.0,国VI,2019.06,油电混合,92号,三年或10万公里,7,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:13.377490
B,本田,广汽本田,缤智,2019款 220 TURBO CVT旗舰版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:13.903017
B,本田,广汽本田,缤智,2019款 1.5L 手动舒适型 国V,4,L,4,6挡手动,1.5,国V,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:14.092912
B,本田,广汽本田,缤智,2019款 1.5L CVT先锋型 国V,4,L,4,CVT无级变速,1.5,国V,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:14.355747
B,本田,广汽本田,缤智,2019款 220 TURBO CVT豪华版 国V,4,L,4,CVT无级变速,1.5,国V,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:14.710162
B,本田,广汽本田,缤智,2019款 220 TURBO CVT旗舰版 国V,4,L,4,CVT无级变速,1.5,国V,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:14.900048
B,本田,广汽本田,缤智,2019款 1.5L 手动舒适型 国VI,4,L,4,6挡手动,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:15.583729
B,本田,广汽本田,缤智,2019款 1.5L CVT先锋型 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:15.924487
B,本田,广汽本田,缤智,2019款 1.5L CVT豪华型 国V,4,L,4,CVT无级变速,1.5,国V,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:16.148088
B,本田,广汽本田,缤智,2019款 220 TURBO CVT精英版 国V,4,L,4,CVT无级变速,1.5,国V,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:16.409927
B,本田,广汽本田,缤智,2019款 220 TURBO CVT豪华版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:16.964633
B,本田,广汽本田,缤智,2019款 1.5L CVT豪华型 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:17.158288
B,本田,广汽本田,缤智,2019款 220 TURBO CVT精英版 国VI,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:17.386143
B,本田,广汽本田,缤智,2017款 1.5L 手动两驱舒适型,4,L,4,6挡手动,1.5,国V,2017.01,汽油,92号,三年或10万公里,5,扭力梁式后悬架,电子驻车,2019-09-27 12:35:17.695994
B,本田,广汽本田,飞度,2018款 1.5L 手动舒适版,4,L,4,5挡手动,1.5,国V,2018.01,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:18.179688
B,本田,广汽本田,飞度,2018款 1.5L CVT舒适天窗版,4,L,4,CVT无级变速,1.5,国V,2018.01,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:18.562059
B,本田,广汽本田,飞度,2018款 1.5L CVT潮跑+版,4,L,4,CVT无级变速,1.5,国V,2018.01,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:18.744974
B,本田,广汽本田,飞度,2018款 1.5L CVT豪华版,4,L,4,CVT无级变速,1.5,国V,2018.01,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:19.001441
B,本田,广汽本田,飞度,2018款 1.5L CVT舒适版,4,L,4,CVT无级变速,1.5,国V,2018.01,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:19.367216
B,本田,广汽本田,飞度,2018款 1.5L CVT潮跑版,4,L,4,CVT无级变速,1.5,国V,2018.01,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:19.799955
B,本田,广汽本田,锋范,2019款 1.5L 手动舒适版,4,L,4,5挡手动,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:20.384781
B,本田,广汽本田,锋范,2019款 1.5L CVT型动版,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:20.587652
B,本田,广汽本田,锋范,2019款 1.5L 手动进取版,4,L,4,5挡手动,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:21.030556
B,本田,广汽本田,锋范,2018款 1.5L CVT型动Pro版,4,L,4,CVT无级变速,1.5,国V,2018.06,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:21.373358
B,本田,广汽本田,锋范,2019款 1.5L CVT型动Pro版,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:21.645977
B,本田,广汽本田,锋范,2019款 1.5L CVT舒适版,4,L,4,CVT无级变速,1.5,国V,2019.05,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:21.862846
B,本田,广汽本田,锋范,2018款 1.5L 手动进取版,4,L,4,5挡手动,1.5,国V,2018.06,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:22.035736
B,本田,广汽本田,锋范,2018款 1.5L 手动舒适版,4,L,4,5挡手动,1.5,国V,2018.06,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:22.263622
B,本田,广汽本田,锋范,2018款 1.5L CVT舒适版,4,L,4,CVT无级变速,1.5,国V,2018.06,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:22.440519
B,本田,广汽本田,锋范,2018款 1.5L CVT型动版,4,L,4,CVT无级变速,1.5,国V,2018.06,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,手刹,2019-09-27 12:35:22.642479
B,本田,广汽本田,冠道,2019款 240TURBO 两驱尊享版,4,L,4,CVT无级变速,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:23.153733
B,本田,广汽本田,冠道,2019款 240TURBO 两驱豪华版,4,L,4,CVT无级变速,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:23.322627
B,本田,广汽本田,冠道,2017款 370TURBO 四驱尊贵版,4,L,4,9挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:23.490529
B,本田,广汽本田,冠道,2019款 240TURBO 两驱精英版,4,L,4,CVT无级变速,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:23.801982
B,本田,广汽本田,冠道,2017款 370TURBO 四驱尊享版,4,L,4,9挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:24.044829
B,本田,广汽本田,冠道,2017款 370TURBO 两驱豪华版,4,L,4,9挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:24.330654
B,本田,广汽本田,冠道,2019款 240TURBO 两驱舒享版,4,L,4,CVT无级变速,1.5,国VI,2019.07,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:24.506549
B,本田,广汽本田,冠道,2017款 370TURBO 四驱至尊版,4,L,4,9挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:24.753028
B,本田,广汽本田,冠道,2017款 370TURBO 两驱精英版,4,L,4,9挡手自一体,2.0,国V,2016.10,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:25.034853
B,本田,广汽本田,冠道,2019款 240TURBO 两驱尊享・星空限量版,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:25.459651
B,本田,广汽本田,冠道,2019款 240TURBO 两驱豪华・星空限量版,4,L,4,CVT无级变速,1.5,国VI,2019.06,汽油,92号,三年或10万公里,5,多连杆式独立悬架,电子驻车,2019-09-27 12:35:25.765455
B,本田,广汽本田,凌派,2019款 180Turbo CVT舒适版 国VI,4,L,4,CVT无级变速,1.0,国VI,2019.07,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:26.240519
B,本田,广汽本田,凌派,2019款 180Turbo CVT豪华版 国VI,4,L,4,CVT无级变速,1.0,国VI,2019.07,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:26.477000
B,本田,广汽本田,凌派,2019款 180Turbo 手动舒适版 国VI,4,L,4,6挡手动,1.0,国VI,2019.07,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:26.664882
B,本田,广汽本田,凌派,2019款 180Turbo CVT领先版 国VI,4,L,4,CVT无级变速,1.0,国VI,2019.07,汽油,92号,三年或10万公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 12:35:27.031657
