品牌索引,品牌名称,车系名称,车型,汽车型号,气缸数,气缸排列形式,气门数,变速箱,排量,环保标准,上市时间,能源类型,燃油标号,整车质保,座位数（个）,后悬架类型,驻车制动类型,时间
B,北汽新能源,北汽新能源,北汽新能源EX5,2019款 悦尚版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,待查,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:19.028605
B,北汽新能源,北汽新能源,北汽新能源EX5,2019款 悦风版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,待查,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:19.122354
B,北汽新能源,北汽新能源,北汽新能源EX5,2019款 悦潮版,暂无数据,暂无数据,暂无数据,电动车单速变速箱,暂无数据,暂无数据,暂无数据,纯电动,暂无数据,待查,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:19.242319
B,北汽制造,北京汽车制造厂,BJ 212,2019款 2.8T 三角门 柴油版 国V,2,L,2,5挡手动,2.8,国V,国V,柴油,0号,三年或6万公里,5,纵置钢板弹簧式非独立悬架,手刹,2019-09-27 08:55:20.101664
B,北汽制造,北京汽车制造厂,BJ 212,2019款 1.5T 三角门 国VI,4,L,4,5挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,纵置钢板弹簧式非独立悬架,手刹,2019-09-27 08:55:20.195411
B,北汽制造,北京汽车制造厂,BJ 212,2019款 1.5T 方门 国VI,4,L,4,5挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,纵置钢板弹簧式非独立悬架,手刹,2019-09-27 08:55:20.304784
B,北汽制造,北京汽车制造厂,BJ 212,2019款 1.5T 方门 国V,2,L,2,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,纵置钢板弹簧式非独立悬架,手刹,2019-09-27 08:55:20.429779
B,北汽制造,北京汽车制造厂,BJ 212,2019款 2.8T 方门 柴油版 国V,2,L,2,5挡手动,2.8,国V,国V,柴油,0号,三年或6万公里,5,纵置钢板弹簧式非独立悬架,手刹,2019-09-27 08:55:20.554776
B,北汽制造,北京汽车制造厂,BJ 212,2019款 1.5T 三角门 国V,2,L,2,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,纵置钢板弹簧式非独立悬架,手刹,2019-09-27 08:55:20.851638
B,北汽制造,北京汽车制造厂,锐铃,2019款 2.8T两驱长轴基本型JE493ZLQ5D,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,5,钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:21.570363
B,北汽制造,北京汽车制造厂,锐铃,2019款 2.8T两驱3035轴距基本型JE493ZLQ5D,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,5,钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:21.664110
B,北汽制造,北京汽车制造厂,勇士,2019款 2.4T 四门四驱汽油版 国VI,4,L,4,6挡手动,2.4,国VI,国VI,汽油,92号,三年或6万公里,8,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.054722
B,北汽制造,北京汽车制造厂,勇士,2018款 2.0T 五门四驱汽油版 国V,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.179717
B,北汽制造,北京汽车制造厂,勇士,2018款 2.5T 五门四驱柴油版 国V,4,L,4,6挡手动,2.5,国V,国V,柴油,0号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.273467
B,北汽制造,北京汽车制造厂,勇士,2019款 2.4T 三门四驱汽油版 国VI,4,L,4,6挡手动,2.4,国VI,国VI,汽油,92号,三年或6万公里,6,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.382835
B,北汽制造,北京汽车制造厂,勇士,2018款 2.0T 四门四驱汽油版 国V,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,8,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.492207
B,北汽制造,北京汽车制造厂,勇士,2018款 2.5T 三门四驱柴油版 国V,4,L,4,6挡手动,2.5,国V,国V,柴油,0号,三年或6万公里,6,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.585955
B,北汽制造,北京汽车制造厂,勇士,2018款 2.0T 三门四驱汽油版 国V,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,6,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.695326
B,北汽制造,北京汽车制造厂,勇士,2019款 2.0T 三门四驱短轴汽油版 国V,4,L,4,6挡手动,2.0,国V,国V,汽油,92号,三年或6万公里,4,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.789071
B,北汽制造,北京汽车制造厂,勇士,2019款 2.4T 五门四驱汽油版 国VI,4,L,4,6挡手动,2.4,国VI,国VI,汽油,92号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:22.898442
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.8T柴油四驱分体双排3350轴距BJ2034HMT51国V,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,5,钢板弹簧,暂无数据,2019-09-27 08:55:23.320302
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.8T柴油四驱连体双排3695轴距,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,5,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:23.414050
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.4T汽油四驱分体双排3350轴距BJ2034HMD52国VI,4,L,4,暂无数据,2.4,国VI,国VI,汽油,92号,-,5,钢板弹簧,暂无数据,2019-09-27 08:55:23.507797
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.0T汽油四驱连体双排3035轴距4G63S4T,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,5,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:23.601545
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.0T汽油四驱分体单排2850轴距4G63S4T,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:23.726540
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.4T汽油四驱分体单排2850轴距BJ2034HHD32国VI,4,L,4,暂无数据,2.4,国VI,国VI,汽油,92号,-,2,钢板弹簧,暂无数据,2019-09-27 08:55:23.835910
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.2L汽油分体单排3035轴距三翻货箱4G22C,2,L,2,暂无数据,2.2,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:23.929657
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.8T柴油四驱分体单排2850轴距,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:24.023405
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.4T汽油四驱分体单排3035轴距BJ2034HHD42国VI,4,L,4,暂无数据,2.4,国VI,国VI,汽油,92号,-,2,钢板弹簧,暂无数据,2019-09-27 08:55:24.132774
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.4T汽油四驱连体双排3035轴距BJ2034HKD42国VI,4,L,4,暂无数据,2.4,国VI,国VI,汽油,92号,-,5,钢板弹簧,暂无数据,2019-09-27 08:55:24.242147
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.4T汽油两驱连体双排3035轴距BJ1034MKD42国VI,4,L,4,暂无数据,2.4,国VI,国VI,汽油,92号,-,5,钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:24.351518
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.2L汽油分体单排2850轴距三翻货箱4G22C,2,L,2,暂无数据,2.2,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:24.445265
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.0T汽油四驱分体单排3035轴距4G63S4T,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:24.539013
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.0T汽油分体单排2850轴距三翻货箱4G63S4T,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:24.632758
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.2L汽油四驱分体单排2850轴距4G22C,2,L,2,暂无数据,2.2,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.117116
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.0T汽油分体单排3035轴距三翻货箱4G63S4T,4,L,4,暂无数据,2.0,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.210864
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.4T汽油两驱分体双排3350轴距BJ1034MMD52国VI,4,L,4,暂无数据,2.4,国VI,国VI,汽油,92号,-,5,钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.304610
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.8T柴油四驱连体双排3035轴距,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,5,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.507730
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.2L汽油四驱分体单排3035轴距4G22C,2,L,2,暂无数据,2.2,国V,国V,汽油,92号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.617097
B,北汽制造,北京汽车制造厂,勇士皮卡,2019款 2.8T柴油两驱分体双排3350轴距BJ1034MMT51国V,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,5,钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.773343
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.2L汽油四驱连体双排3035轴距4G22C,2,L,2,暂无数据,2.2,国V,国V,汽油,92号,-,5,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:25.867090
B,北汽制造,北京汽车制造厂,勇士皮卡,2018款 2.8T柴油四驱分体单排3035轴距,4,L,4,暂无数据,2.8,国V,国V,柴油,0号,-,2,渐变刚度钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:26.023335
B,北汽制造,北京汽车制造厂,越铃,2014款 2.2L长轴财富版4G22B,4,L,4,暂无数据,2.2,国IV,国IV,汽油,92号,待查,5,钢板弹簧非独立悬架,暂无数据,2019-09-27 08:55:26.398321
B,北汽制造,北京汽车制造厂,战旗,2019款 1.5T 硬顶版 国VI,4,L,4,5挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:26.788933
B,北汽制造,北京汽车制造厂,战旗,2019款 1.5T 硬顶版 国V,2,L,2,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:26.898305
B,北汽制造,北京汽车制造厂,战旗,2019款 1.5T CK 国VI,4,L,4,5挡手动,1.5,国VI,国VI,汽油,92号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:27.007679
B,北汽制造,北京汽车制造厂,战旗,2019款 1.5T 角斗士 国V,2,L,2,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,4,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:27.132671
B,北汽制造,北京汽车制造厂,战旗,2019款 1.5T CK 国V,2,L,2,5挡手动,1.5,国V,国V,汽油,92号,三年或6万公里,5,钢板弹簧非独立悬架,手刹,2019-09-27 08:55:27.320164
B,奔驰,北京奔驰,奔驰A级,2019款 A 200 L 运动轿车先行特别版,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:28.491998
B,奔驰,北京奔驰,奔驰A级,2019款 改款 A 200 L,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:28.726367
B,奔驰,北京奔驰,奔驰A级,2019款 改款 A 200 L 运动轿车,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:28.898234
B,奔驰,北京奔驰,奔驰A级,2019款 A 200 L 运动轿车,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:29.210724
B,奔驰,北京奔驰,奔驰A级,2019款 A 200 L,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:29.382594
B,奔驰,北京奔驰,奔驰A级,2019款 A 180 L 运动轿车,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:29.570086
B,奔驰,北京奔驰,奔驰A级,2019款 A 220 L 4MATIC 运动轿车,4,L,4,7挡双离合,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:29.757581
B,奔驰,北京奔驰,奔驰A级,2019款 改款 A 180 L,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:29.913825
B,奔驰,北京奔驰,奔驰A级,2019款 改款 A 180 L 运动轿车,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:30.085697
B,奔驰,北京奔驰,奔驰A级,2019款 A 180 L,4,L,4,7挡双离合,1.3,国VI,国VI,汽油,95号,三年不限公里,5,扭力梁式非独立悬架,电子驻车,2019-09-27 08:55:30.241939
B,奔驰,北京奔驰,奔驰C级,2019款 改款 C 260 L,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:30.804419
B,奔驰,北京奔驰,奔驰C级,2020款 C 260 L,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:30.976288
B,奔驰,北京奔驰,奔驰C级,2020款 C 300 L 运动版,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:31.148158
B,奔驰,北京奔驰,奔驰C级,2019款 C 260 L 4MATIC,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:31.320028
B,奔驰,北京奔驰,奔驰C级,2019款 改款 C 260 L 4MATIC,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:31.507520
B,奔驰,北京奔驰,奔驰C级,2019款 C 260 运动版 4MATIC,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:31.695017
B,奔驰,北京奔驰,奔驰C级,2019款 C 180 L 时尚型运动版,4,L,4,9挡手自一体,1.6,欧V,欧V,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:31.866883
B,奔驰,北京奔驰,奔驰C级,2020款 C 300 运动版,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:32.038752
B,奔驰,北京奔驰,奔驰C级,2019款 C 180 L 时尚型,4,L,4,9挡手自一体,1.6,欧V,欧V,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:32.212158
B,奔驰,北京奔驰,奔驰C级,2019款 C 260 L 4MATIC 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:32.384027
B,奔驰,北京奔驰,奔驰C级,2020款 C 260 L 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:32.602769
B,奔驰,北京奔驰,奔驰C级,2019款 C 300 运动版,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:32.884011
B,奔驰,北京奔驰,奔驰C级,2019款 C 260 L 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:33.040254
B,奔驰,北京奔驰,奔驰C级,2020款 C 200 L 时尚型运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:33.227749
B,奔驰,北京奔驰,奔驰C级,2019款 C 300 L 运动版,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:33.430869
B,奔驰,北京奔驰,奔驰C级,2019款 C 300 L,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:33.665232
B,奔驰,北京奔驰,奔驰C级,2020款 C 260 L 4MATIC,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:33.852730
B,奔驰,北京奔驰,奔驰C级,2019款 C 180 L 动感型运动版,4,L,4,9挡手自一体,1.6,欧V,欧V,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:34.102720
B,奔驰,北京奔驰,奔驰C级,2019款 C 260 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:34.321461
B,奔驰,北京奔驰,奔驰C级,2020款 C 260 L 4MATIC 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:34.587079
B,奔驰,北京奔驰,奔驰C级,2019款 改款 C 260 L 4MATIC 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:34.774571
B,奔驰,北京奔驰,奔驰C级,2019款 C 260 L,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:34.946439
B,奔驰,北京奔驰,奔驰C级,2020款 C 300 L,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:35.133935
B,奔驰,北京奔驰,奔驰C级,2020款 C 260 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:35.321426
B,奔驰,北京奔驰,奔驰C级,2020款 C 200 L 动感型运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:35.493296
B,奔驰,北京奔驰,奔驰C级,2019款 改款 C 260 L 运动版,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:35.727661
B,奔驰,北京奔驰,奔驰C级,2020款 C 260 运动版 4MATIC,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:35.899533
B,奔驰,北京奔驰,奔驰C级,2020款 C 200 L 时尚型,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:36.071400
B,奔驰,北京奔驰,奔驰E级,2019款 E 300 L 豪华型,4,L,4,9挡手自一体,2.0,国VI,国VI,汽油,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:36.555758
B,奔驰,北京奔驰,奔驰E级,2019款 E 260 L 运动型 4MATIC,4,L,4,9挡手自一体,1.5,国VI,国VI,汽油+48V轻混系统,95号,三年不限公里,5,多连杆式独立悬架,电子驻车,2019-09-27 08:55:36.899521
